title,publication_date,citations,date,year,month,field,subfield,topics,main_writer,all_writers,author_ids
Machine learning coupled structure mining method visualizes the impact of multiple drivers on ambient ozone,2023-07-20,0,2023-07-20,2023,7,Earth and Planetary Sciences,Atmospheric Science,"['Atmospheric chemistry and aerosols', 'Air Quality Monitoring and Forecasting', 'Air Quality and Health Impacts']",Xu Han,"['Xu Han', 'Bo Xu', 'Zhenyu Wang', 'Feng Wang']","['https://openalex.org/A5055963229', 'https://openalex.org/A5101526597', 'https://openalex.org/A5100348308', 'https://openalex.org/A5092507884']"
ADHD medicine consumption in Europe after COVID-19: catch-up or trend change?,2024-02-09,0,2024-02-09,2024,2,Medicine,Psychiatry and Mental health,['Attention Deficit Hyperactivity Disorder'],Stephen V. Faraone,"['Stephen V. Faraone', 'Tobias Banaschewski']","['https://openalex.org/A5052145058', 'https://openalex.org/A5016008616']"
Interaction between the gut microbiota and colonic enteroendocrine cells regulates host metabolism,2024-05-22,0,2024-05-22,2024,5,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Gut microbiota and health', 'Gastrointestinal motility and disorders', 'Clostridium difficile and Clostridium perfringens research']",Qi Liu,"['Qi Liu', 'Li Li']","['https://openalex.org/A5100453224', 'https://openalex.org/A5100361055']"
Juice Vesicles Bioreactors Technology for Constructing Advanced Carbon‐Based Energy Storage,2024-02-20,0,2024-02-20,2024,2,Materials Science,"Electronic, Optical and Magnetic Materials","['Supercapacitor Materials and Fabrication', 'Advanced Battery Technologies Research', 'Advanced Battery Materials and Technologies']",Ping Liu,"['Ping Liu', 'Chen Wang']","['https://openalex.org/A5100442400', 'https://openalex.org/A5115596745']"
Surface-Induced Peptide Nanofibers for Selective Bacteria Trapping,2023-05-02,0,2023-05-02,2023,5,Immunology and Microbiology,Microbiology,"['Antimicrobial Peptides and Activities', 'Advanced biosensing and bioanalysis techniques', 'Bacteriophages and microbial interactions']",Tingting Li,"['Tingting Li', 'Liang Chen', 'Bing Xu']","['https://openalex.org/A5100416466', 'https://openalex.org/A5088663166', 'https://openalex.org/A5100602838']"
DESI 2024 III: Baryon Acoustic Oscillations from Galaxies and Quasars,2024-04-03,0,2024-04-03,2024,4,Physics and Astronomy,Astronomy and Astrophysics,"['Galaxies: Formation, Evolution, Phenomena', 'Astronomy and Astrophysical Research', 'Radio Astronomy Observations and Technology']",J. Aguilar,"['J. Aguilar', 'S. P. Ahlen', 'D. M. Alexander', 'O. Alves', 'S. BenZvi', 'D. Brooks', 'A. Carnero Rosell', 'T. Claybaugh', 'T. M. Davis', 'Axel de la Macorra', 'Arjun Dey', 'Peter Doel', 'Daniel J. Eisenstein', 'K. Fanning', 'Andreu Font-Ribera', 'Jaime E. Forero-Romero', 'Satya Gontcho A Gontcho', 'D. Gruen', 'J. Guy', 'K. Honscheid', 'S. Juneau', 'R. Kehoe', 'A. Kremin', 'Martin Landriau', 'M. E. Levi']","['https://openalex.org/A5053818740', 'https://openalex.org/A5075805130', 'https://openalex.org/A5082749953', 'https://openalex.org/A5037314875', 'https://openalex.org/A5058862798', 'https://openalex.org/A5007237947', 'https://openalex.org/A5060384954', 'https://openalex.org/A5109633377', 'https://openalex.org/A5075733791', 'https://openalex.org/A5036122402', 'https://openalex.org/A5071749959', 'https://openalex.org/A5055859040', 'https://openalex.org/A5063809341', 'https://openalex.org/A5071864247', 'https://openalex.org/A5028921959', 'https://openalex.org/A5075567505', 'https://openalex.org/A5056315122', 'https://openalex.org/A5055597314', 'https://openalex.org/A5109924458', 'https://openalex.org/A5063161579', 'https://openalex.org/A5112936109', 'https://openalex.org/A5113165087', 'https://openalex.org/A5112936111', 'https://openalex.org/A5038903058', 'https://openalex.org/A5045810594']"
What Is the Current Best Drug Treatment for Hypertensive Heart Failure With Preserved Ejection Fraction? Review of the Totality of Evidence,2023-08-08,0,2023-08-08,2023,8,Medicine,Cardiology and Cardiovascular Medicine,"['Heart Failure Treatment and Management', 'Cardiovascular Function and Risk Factors', 'Diabetes Treatment and Management']",Bertram Pitt,"['Bertram Pitt', 'Faı̈ez Zannad']","['https://openalex.org/A5042843111', 'https://openalex.org/A5036821495']"
Abstract PR018: IMA203 TCR-T targeting PRAME demonstrates potent anti-tumor activity in patients with different types of metastatic solid tumors,2023-12-01,0,2023-12-01,2023,12,Medicine,Oncology,"['CAR-T cell therapy research', 'Immunotherapy and Immune Responses', 'Cancer Immunotherapy and Biomarkers']",Harpreet Singh,"['Harpreet Singh', 'Jason J. Luke']","['https://openalex.org/A5030718446', 'https://openalex.org/A5063337705']"
Standardizing definitions and terminology of left-sided pancreatic resections through an international Delphi consensus,2024-04-01,0,2024-04-01,2024,4,Medicine,Oncology,"['Pancreatic and Hepatic Oncology Research', 'Cholangiocarcinoma and Gallbladder Cancer Studies', 'Organ Transplantation Techniques and Outcomes']",Bas Groot Koerkamp,"['Bas Groot Koerkamp', 'Marc G. Besselink']","['https://openalex.org/A5027294559', 'https://openalex.org/A5015416945']"
Early Results from GLASS-JWST. XVII. Building the First Galaxies—Chapter 1. Star Formation Histories for 5 &lt; z &lt; 7 Galaxies,2023-04-01,0,2023-04-01,2023,4,Physics and Astronomy,Astronomy and Astrophysics,"['Galaxies: Formation, Evolution, Phenomena', 'Astronomy and Astrophysical Research', 'Stellar, planetary, and galactic studies']",Benedetta Vulcani,"['Benedetta Vulcani', 'Tommaso Treu', 'Marcia Rieke', 'Antonello Calabrò', 'M. Castellano', 'A. Fontana', 'C. Mason', 'E. Merlin', 'Takahiro Morishita', 'Maruša Bradač', 'Themiya Nanayakkara', 'P. Santini', 'Xin Wang', 'Daniel P. Stark', 'Christopher N. A. Willmer']","['https://openalex.org/A5016520955', 'https://openalex.org/A5034092560', 'https://openalex.org/A5078592653', 'https://openalex.org/A5055948382', 'https://openalex.org/A5058519861', 'https://openalex.org/A5086583377', 'https://openalex.org/A5029845445', 'https://openalex.org/A5005659949', 'https://openalex.org/A5051233871', 'https://openalex.org/A5011448264', 'https://openalex.org/A5045642753', 'https://openalex.org/A5088582472', 'https://openalex.org/A5068291902', 'https://openalex.org/A5103235405', 'https://openalex.org/A5075259704']"
Leveraging GPT-4 for food effect summarization to enhance product-specific guidance development via iterative prompting,2023-11-02,0,2023-11-02,2023,11,Computer Science,Artificial Intelligence,"['AI-based Problem Solving and Planning', 'Topic Modeling', 'Explainable Artificial Intelligence (XAI)']",Jing Wang,"['Jing Wang', 'Yi Zhang', 'Liang Zhao']","['https://openalex.org/A5100378659', 'https://openalex.org/A5100388333', 'https://openalex.org/A5111192236']"
Identify organic contaminants of high-concern based on non-targeted toxicity testing and non-targeted LC-HRMS analysis in tap water and source water along the Yangtze River,2024-02-10,0,2024-02-10,2024,2,Environmental Science,Pollution,"['Pharmaceutical and Antibiotic Environmental Impacts', 'Environmental Toxicology and Ecotoxicology', 'Toxic Organic Pollutants Impact']",Wei Shi,"['Chi Zhang', 'Jing Guo', 'Xiaowei Zhang', 'Wei Shi']","['https://openalex.org/A5084930670', 'https://openalex.org/A5100711040', 'https://openalex.org/A5100353432', 'https://openalex.org/A5084692665']"
"Aladdin’s Genie or Pandora’s Box for Early Childhood Education? Experts Chat on the Roles, Challenges, and Developments of ChatGPT",2023-05-15,0,2023-05-15,2023,5,Medicine,Health Informatics,['Artificial Intelligence in Healthcare and Education'],Hui Li,"['Jin Liu', 'Hui Li']","['https://openalex.org/A5100642607', 'https://openalex.org/A5100654977']"
Adding immunotherapy to first-line treatment of advanced and metastatic endometrial cancer,2024-02-29,0,2024-02-29,2024,2,Medicine,Obstetrics and Gynecology,"['Endometrial and Cervical Cancer Treatments', 'Ovarian cancer diagnosis and treatment', 'Cervical Cancer and HPV Research']",Bradley J. Monk,"['Bradley J. Monk', 'Kathleen N. Moore', 'Nicoletta Colombo']","['https://openalex.org/A5014611244', 'https://openalex.org/A5069337573', 'https://openalex.org/A5103127347']"
Lipoprotein(a) Blood Levels and Cardiovascular Risk Reduction With Icosapent Ethyl,2024-03-25,0,2024-03-25,2024,3,Medicine,Surgery,"['Lipoproteins and Cardiovascular Health', 'Diabetes, Cardiovascular Risks, and Lipoproteins', 'Cancer, Lipids, and Metabolism']",Deepak L. Bhatt,"['Deepak L. Bhatt', 'Christie M. Ballantyne', 'Philippe Gabríel Steg']","['https://openalex.org/A5010571732', 'https://openalex.org/A5052604218', 'https://openalex.org/A5003831287']"
Abstract PD3-01: Neoadjuvant pembrolizumab + chemotherapy vs placebo + chemotherapy followed by adjuvant pembrolizumab vs placebo for early TNBC: Post hoc analysis of adjuvant radiation therapy in the phase 3 KEYNOTE-522 study,2023-03-01,0,2023-03-01,2023,3,"Biochemistry, Genetics and Molecular Biology",Cancer Research,"['Breast Cancer Treatment Studies', 'Cancer Immunotherapy and Biomarkers', 'Medical Imaging Techniques and Applications']",Javier Cortés,"['Javier Cortés', 'Joyce O’Shaughnessy', 'Lajos Pusztai', 'Nadia Harbeck', 'Peter A. Fasching', 'Peter Schmid']","['https://openalex.org/A5051629490', 'https://openalex.org/A5071432873', 'https://openalex.org/A5021113979', 'https://openalex.org/A5027231412', 'https://openalex.org/A5017728105', 'https://openalex.org/A5057819554']"
Multi-ancestry transcriptome-wide association analyses yield insights into tobacco use biology and drug repurposing,2023-01-26,0,2023-01-26,2023,1,"Biochemistry, Genetics and Molecular Biology",Genetics,"['Genetic Associations and Epidemiology', 'Bioinformatics and Genomic Networks', 'Peroxisome Proliferator-Activated Receptors']",R. Graham Barr,"['R. Graham Barr', 'Joshua C. Bis', 'Xiuqing Guo', 'Jiang He', 'Robert C. Kaplan', 'Charles Kooperberg', 'Daniel Levy', 'Bruce M. Psaty', 'Laura M. Raffield', 'Stephen S. Rich', 'Jerome I. Rotter', 'Jennifer A. Smith', 'Kent D. Taylor', 'Wei Zhao']","['https://openalex.org/A5070233463', 'https://openalex.org/A5062883630', 'https://openalex.org/A5087955884', 'https://openalex.org/A5100421924', 'https://openalex.org/A5081670681', 'https://openalex.org/A5003856334', 'https://openalex.org/A5074117194', 'https://openalex.org/A5002821639', 'https://openalex.org/A5042360941', 'https://openalex.org/A5070735232', 'https://openalex.org/A5040770914', 'https://openalex.org/A5060175597', 'https://openalex.org/A5024226928', 'https://openalex.org/A5079359230']"
"Genetic, transcriptomic, histological, and biochemical analysis of progressive supranuclear palsy implicates glial activation and novel risk genes",2023-11-13,0,2023-11-13,2023,11,Medicine,Neurology,"[""Parkinson's Disease Mechanisms and Treatments"", 'Neurological diseases and metabolism', ""Alzheimer's disease research and treatments""]",Yi Zhao,"['Yi Zhao', 'Hui Wang', 'Dennis W. Dickson', 'Alison Goate', 'Daniel H. Geschwind', 'John F. Crary']","['https://openalex.org/A5100682532', 'https://openalex.org/A5100460877', 'https://openalex.org/A5009533777', 'https://openalex.org/A5090202716', 'https://openalex.org/A5018481303', 'https://openalex.org/A5066548665']"
Maximizing microbial bioproduction from sustainable carbon sources using iterative systems engineering,2023-09-01,0,2023-09-01,2023,9,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Microbial Metabolic Engineering and Bioproduction', 'Biofuel production and bioconversion', 'Process Optimization and Integration']",Yan Chen,"['Yan Chen', 'Jay D. Keasling']","['https://openalex.org/A5100378184', 'https://openalex.org/A5000312223']"
Bidirectional substrate shuttling between the 26S proteasome and the Cdc48 ATPase promotes protein degradation,2024-02-23,0,2024-02-23,2024,2,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Ubiquitin and proteasome pathways', 'Genetics and Neurodevelopmental Disorders', 'Endoplasmic Reticulum Stress and Disease']",Hao Li,"['Hao Li', 'João A. Paulo', 'Steven P. Gygi']","['https://openalex.org/A5101421613', 'https://openalex.org/A5026734370', 'https://openalex.org/A5079793809']"
The power of many brains: Catalyzing neuropsychiatric discovery through open neuroimaging data and large-scale collaboration,2024-03-06,0,2024-03-06,2024,3,Neuroscience,Cognitive Neuroscience,"['Functional Brain Connectivity Studies', 'Health, Environment, Cognitive Aging', 'Cell Image Analysis Techniques']",Xiao Chen,"['Xiao Chen', 'Paul M. Thompson']","['https://openalex.org/A5100373674', 'https://openalex.org/A5100606557']"
Rethinking Membership Inference Attacks Against Transfer Learning,2024-01-01,0,2024-01-01,2024,1,Computer Science,Artificial Intelligence,"['Adversarial Robustness in Machine Learning', 'Topic Modeling', 'Machine Learning in Healthcare']",Jing Chen,"['Jing Chen', 'Yang Liu']","['https://openalex.org/A5100394917', 'https://openalex.org/A5100355692']"
DiffusionTrack: Diffusion Model for Multi-Object Tracking,2024-03-24,0,2024-03-24,2024,3,Computer Science,Artificial Intelligence,"['Neural Networks and Applications', 'Industrial Technology and Control Systems', 'Video Surveillance and Tracking Methods']",Wei Yang,"['Wei Yang', 'Min Yang']","['https://openalex.org/A5100709269', 'https://openalex.org/A5100694844']"
"Abstract PR010: Preliminary safety and pharmacokinetic profiles of RMC-6236, a first-in-class, RAS-selective, tri-complex RASMULTI(ON) inhibitor in patients with KRAS mutant solid tumors on the Phase 1 trial RMC-6236-001",2023-12-01,0,2023-12-01,2023,12,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Signaling Pathways in Disease', 'Peptidase Inhibition and Analysis', 'Advanced Breast Cancer Therapies']",Alexander I. Spira,"['Alexander I. Spira', 'Brian M. Wolpin', 'David S. Hong']","['https://openalex.org/A5044613951', 'https://openalex.org/A5047496278', 'https://openalex.org/A5026095888']"
Global prevalence of non-alcoholic fatty liver disease in type 2 diabetes mellitus: an updated systematic review and meta-analysis,2023-07-25,0,2023-07-25,2023,7,Medicine,Epidemiology,"['Liver Disease Diagnosis and Treatment', 'Alcohol Consumption and Health Effects', 'Lipid metabolism and disorders']",Cheng Han Ng,"['Darren Jun Hao Tan', 'Karn Wijarnpreecha', 'Daniel Q. Huang', 'Mark Muthiah', 'Cheng Han Ng', 'Rohit Loomba']","['https://openalex.org/A5015041967', 'https://openalex.org/A5000540268', 'https://openalex.org/A5009193858', 'https://openalex.org/A5058087480', 'https://openalex.org/A5077629563', 'https://openalex.org/A5052059601']"
Amniotes co-opt intrinsic genetic instability to protect germ-line genome integrity,2023-02-13,0,2023-02-13,2023,2,Agricultural and Biological Sciences,Plant Science,"['Chromosomal and Genetic Variations', 'CRISPR and Genetic Engineering', 'Plant tissue culture and regeneration']",Yu Sun,"['Yu Sun', 'Lei Liu', 'Ying Wang', 'Xin Zhao']","['https://openalex.org/A5042826850', 'https://openalex.org/A5100349653', 'https://openalex.org/A5100680047', 'https://openalex.org/A5088004444']"
Ionizable Lipid Nanoparticles for Therapeutic Base Editing of Congenital Brain Disease,2023-07-17,0,2023-07-17,2023,7,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['RNA Interference and Gene Delivery', 'CRISPR and Genetic Engineering', 'RNA regulation and disease']",Michael J. Mitchell,"['Li Li', 'Mohamad‐Gabriel Alameh', 'Drew Weissman', 'Michael J. Mitchell']","['https://openalex.org/A5100361219', 'https://openalex.org/A5071107934', 'https://openalex.org/A5068253145', 'https://openalex.org/A5070201038']"
Mortality Risks Over 20 Years in Men With Stage I to III Hormone Receptor–Positive Breast Cancer,2024-02-29,0,2024-02-29,2024,2,Medicine,"Public Health, Environmental and Occupational Health","['Male Breast Health Studies', 'BRCA gene mutations in cancer', 'Cancer and Skin Lesions']",Sara M. Tolaney,"['Sara M. Tolaney', 'Nancy U. Lin']","['https://openalex.org/A5069056507', 'https://openalex.org/A5049174232']"
Discovery of a variable energy-dependent X-ray polarization in the accreting neutron star GX 5−1,2023-12-14,0,2023-12-14,2023,12,Physics and Astronomy,Astronomy and Astrophysics,"['Astrophysical Phenomena and Observations', 'Mechanics and Biomechanics Studies', 'High-pressure geophysics and materials']",Sergio Fabiani,"['Sergio Fabiani', 'Fiamma Capitanio', 'Juri Poutanen', 'R. Farinelli', 'Alessandro Di Marco', 'Fabio La Monaca', 'John Rankin', 'Martin C. Weisskopf', 'S. Bianchi', 'P. Kaaret', 'G. Matt', 'Fabio Muleri', 'Alessandro Papitto', 'I. Agudo', 'L. A. Antonelli', 'Matteo Bachetti', 'L. Baldini', 'W. H. Baumgartner', 'R. Bellazzini', 'Stephen D. Bongiorno', 'R. Bonino', 'A. Brez', 'N. Bucciantini', 'Simone Castellano', 'E. Cavazzuti', 'Chien‐Ting Chen', 'S. Ciprini', 'E. Costa', 'Alessandra De Rosa', 'E. Del Monte', 'Laura Di Gesu', 'Niccolò Di Lalla', 'I. Donnarumma', 'Victor Doroshenko', 'Michal Dovčiak', 'Steven R. Ehlert', 'Teruaki Enoto', 'Y. Evangelista', 'Riccardo Ferrazzoli', 'Javier A. García', 'Shuichi Gunji', 'Kiyoshi Hayashida', 'Jeremy Heyl', 'W. Iwakiri', 'V. Karas', 'Fabian Kislat', 'Takao Kitaguchi', 'Jeffery J. Kolodziejczak', 'H. Krawczynski', 'L. Latronico', 'Ioannis Liodakis', 'S. Maldera', 'Alberto Manfreda', 'Frédéric Marin', 'Andrea Marinucci', 'Alan P. Marscher', 'Herman L. Marshall', 'F. Massaro', 'Ikuyuki Mitsuishi', 'Tsunefumi Mizuno', 'Michela Negro', 'C.‐Y. Ng', 'Stephen L. O’Dell', 'N. Omodei', 'C. Oppedisano', 'George G. Pavlov', 'Abel L. Peirson', 'M. Perri', 'M. Pesce-Rollins', 'Pierre-Olivier Petrucci', 'M. Pilia', 'Andrea Possenti', 'Simonetta Puccetti', 'Brian D. Ramsey', 'Ajay Ratheesh', 'O. J. Roberts']","['https://openalex.org/A5065735182', 'https://openalex.org/A5045482290', 'https://openalex.org/A5007390660', 'https://openalex.org/A5058925636', 'https://openalex.org/A5030169287', 'https://openalex.org/A5085374310', 'https://openalex.org/A5049297167', 'https://openalex.org/A5034936145', 'https://openalex.org/A5090338092', 'https://openalex.org/A5076711454', 'https://openalex.org/A5026031896', 'https://openalex.org/A5055117597', 'https://openalex.org/A5049901789', 'https://openalex.org/A5042005600', 'https://openalex.org/A5089596748', 'https://openalex.org/A5073598248', 'https://openalex.org/A5077270786', 'https://openalex.org/A5031941627', 'https://openalex.org/A5061987369', 'https://openalex.org/A5047842520', 'https://openalex.org/A5008052402', 'https://openalex.org/A5008582712', 'https://openalex.org/A5081381437', 'https://openalex.org/A5076492703', 'https://openalex.org/A5065647660', 'https://openalex.org/A5019648923', 'https://openalex.org/A5013129785', 'https://openalex.org/A5024165306', 'https://openalex.org/A5032322585', 'https://openalex.org/A5035571364', 'https://openalex.org/A5010587713', 'https://openalex.org/A5001682364', 'https://openalex.org/A5088857313', 'https://openalex.org/A5019421668', 'https://openalex.org/A5012203328', 'https://openalex.org/A5046166045', 'https://openalex.org/A5060270008', 'https://openalex.org/A5012346679', 'https://openalex.org/A5053581947', 'https://openalex.org/A5026879324', 'https://openalex.org/A5068677124', 'https://openalex.org/A5111379659', 'https://openalex.org/A5017499389', 'https://openalex.org/A5054515903', 'https://openalex.org/A5048662367', 'https://openalex.org/A5005121499', 'https://openalex.org/A5111473900', 'https://openalex.org/A5007322942', 'https://openalex.org/A5068659130', 'https://openalex.org/A5087324373', 'https://openalex.org/A5021909416', 'https://openalex.org/A5048327550', 'https://openalex.org/A5031221307', 'https://openalex.org/A5043876924', 'https://openalex.org/A5070431044', 'https://openalex.org/A5072692242', 'https://openalex.org/A5020887298', 'https://openalex.org/A5006696699', 'https://openalex.org/A5059488809', 'https://openalex.org/A5057754812', 'https://openalex.org/A5069170121', 'https://openalex.org/A5110740474', 'https://openalex.org/A5047528307', 'https://openalex.org/A5107985431', 'https://openalex.org/A5074705294', 'https://openalex.org/A5041315673', 'https://openalex.org/A5073274411', 'https://openalex.org/A5034427738', 'https://openalex.org/A5043834180', 'https://openalex.org/A5027255654', 'https://openalex.org/A5016889508', 'https://openalex.org/A5019085291', 'https://openalex.org/A5011270437', 'https://openalex.org/A5055588693', 'https://openalex.org/A5080395605', 'https://openalex.org/A5037491568']"
